id,tokens,pos_tags
4390,['លោក~ស្រី' 'ញ៉យ' 'ទូច'],[14 13 13]
4391,"['មាត្រា' '១០' 'ក្នុង' 'ករណី' 'ដែល' 'សហ_ព័ទ្ធ' 'ណា_មួយ' 'បាត់_ខ្លួន'
 'កន្លង_ហួស' 'ពី' 'មួយ' 'ឆ្នាំ' 'គិត' 'ពី' 'ថ្ងៃ' 'ដែល' 'បាត់_ខ្លួន' 'នោះ'
 'មក' 'ដោយ' 'គ្មាន' 'ដំណឹង' 'អ្វី' 'សោះ' 'ហើយ' 'ក៏' 'គ្មាន' 'នរណា' 'ដឹង'
 'ថា' 'ជន' 'នោះ' 'ស្លាប់' 'រឺ' 'រស់' 'សហ_ព័ទ្ធ' 'ម្នាក់' 'ទៀត' 'អាច_នឹង'
 'រៀប_អាពាហ៍_ពិពាហ៍' 'ទៀត' 'បាន' 'បើ' 'ផុត' 'រយៈ' '១៥' 'ថ្ងៃ' 'គិត' 'ពី'
 'ថ្ងៃ' 'ប្រកាស' 'សាលក្រម' 'ដែល' 'បញ្ជាក់' 'ថា' 'ជន' 'នោះ' 'បាន'
 'បាត់_ខ្លួន' 'ពិត_មែន' '។']","[11  3  7 11 17 11  5 20  8  7  3 11 20  7 11 17 20  5  7  7 16 11 14 12
  2 16 16 14 20  7 11  5  8  7  8 11  5 16 20 20 16 22  2  8 11  3 11 20
  7 11 20 11 17 20  7 11  5  1 20 16  9]"
4392,"['កាល_ពី' 'ឆ្នាំ' 'កន្លង_ទៅ' 'អង្គការ' 'លីកាដូ' 'ក៏' 'បាន' 'មាន' 'ឱកាស'
 'សំនេះ_សំណាល' 'ជាមួយ' 'ស្ត្រី' 'ទាំង_នោះ' 'អំពី' 'អត្ថ~ន័យ' 'នៃ' 'ទិវា'
 'សិទិ្ធ' 'នារី' 'អន្តរ_ជាតិ' 'និង' 'សិទិ្ធ' 'របស់' 'អ្នក' 'ទាំង_នោះ'
 'ដែល' 'ជា' 'ស្ត្រី' 'ផង' 'និង' 'ជា' 'អ្នក' 'ជាប់' 'ពន្ធនាគារ' 'ផង' '។']","[ 7 11  8 11 13 16  1 20 11 20  7 11  5  7 11  7 11 11 11 11  2 11  7 14
  5 17 20 11 16  2 20 14 21 11 16  9]"
4393,['លោក~ជំទាវ' 'ឌឿន' 'ចាន់ធូ'],[14 13 13]
4394,['អ្នក~នាង' 'ឃេន' 'សីឌី'],[14 13 13]
4395,['ឯក_ឧត្ដម' 'ចាន់' 'ម៉ារា'],[14 13 13]
4396,['គាត់' 'ឈ្មោះ' 'គ្រឹស្នា'],[14 11 13]
4397,"['លោក' 'សម' 'សុគង់' 'មេធាវី' 'ម្នាក់' 'ក្នុង' 'ចំណោម' 'មេធាវី' 'របស់'
 'សកម្ម_ជន' 'គណបក្ស' 'សង្គ្រោះ' 'ជាតិ' 'បាន' 'ប្រាប់' 'អ្នក~កាសែត' 'ថា'
 'សំណួរ' 'របស់' 'តុលាការ' 'ហាក់បី_ដូច_ជា' 'លម្អៀង' 'នៅ_ក្នុង' 'ការ~លើក'
 'សំណួរ' 'ទៅ' 'កូន_ក្តី' 'របស់' 'លោក' '។']","[14 13 13 11  5  7 11 11  7 11 11 21 11  1 20 11  7 11  7 11 20  8  7 11
 11  7 11  7 14  9]"
4398,['នេះ' 'គឺ_ជា' 'ជួន' 'ពីន'],[ 5 20 13 13]
4399,"['ឯ' 'ចៅ' 'មួយ' 'ថា' '“' 'អញ' 'ជីក' 'ត្រូវ' 'ស្មើ_គ្នា' 'ដែរ' 'ម្ដេច_ក៏'
 'ត្រូវ_បាន' 'តែ' 'ម្នាក់_ឯង' 'គួរ' 'បាន' 'អញ' 'ផង' '”']",[ 7 11  3  7 18 14 20 20  8 16 16 20 16  8 20 20 14 16 18]
4400,['កញ្ញា' 'ឈឿន' 'ដារ៉ា'],[14 13 13]
4401,['លោក~ជំទាវ' 'សារ៉ាត់'],[14 13]
4402,['អ្នក~នាង' 'លន់'],[14 13]
4403,['គាត់' 'ឈ្មោះ' 'ប៉ែន' 'រ៉ាឃី'],[14 11 13 13]
4404,['លោក~ស្រី' 'ផន' 'ផាន់ណា'],[14 13 13]
4405,"['លោក' 'ប្រាប់' 'ថា' '៖' '«' 'ពេល' 'យើង' 'ទៅ' 'ប្រទេស' 'ណា' 'ក៏_ដោយ' 'យើង'
 'គួរ_តែ' 'ព្យាយាម' 'រៀន' 'ភាសា' 'ម្ចាស់' 'ស្រុក' 'ព្រោះ' 'វា' 'ជួយ' 'ឲ្យ'
 'យើង' 'យល់' 'ពី' 'វប្បធម៌' 'ប្រពៃណី' 'និង' 'ទំនៀម_ទម្លាប់' 'របស់'
 'ប្រជា_ពល_រដ្ឋ' 'ដែល' 'រស់' 'នៅ' 'ទី_នោះ' '»' '។']","[14 20  7 18 18 11 14 20 11 14 16 14 20 20 20 11 11 11  2 14 20  7 14 20
  7 11 11  2 11  7 11 17 20  7 16 18  9]"
4406,['នេះ' 'គឺ_ជា' 'ស៊ីណាត'],[ 5 20 13]
4407,"['លោក' 'មាន_ប្រសាសន៍' 'ដោយ' 'សំដៅ' 'លើ' 'ការ~អញ្ជើញ' 'របស់' 'លោក' 'ហ៊ុន'
 'សែន' 'មក' 'ជួប' 'ក្រុម_គ្រួសារ' 'បាន' 'បញ្ជាក់' 'ថា' '៖' '«'
 'សាមគ្គី^ភាព' 'និង' 'សេចក្ដី~ស្រឡាញ់' 'នៅ_ក្នុង' 'ចំណោម' 'សមាជិក' 'របស់'
 'យើង' 'គឺ' 'នៅ' 'រឹង_មាំ' 'ណាស់' '»' '។']","[14 20  7 20  7 11  7 14 13 13 20 20 11  1 20  7 18 18 11  2 11  7 11 11
  7 14 20 16  8 16 18  9]"
4408,['អ្នក~នាង' 'សៀ' 'សុធារ៉ា'],[14 13 13]
4409,['អ្នក~នាង' 'ក្រៀង' 'កៅអ៊ី'],[14 13 13]
4410,"['របាយការណ៍' 'បាន' 'កត់_សម្គាល់' 'ថា' 'សារៈ_សំខាន់' 'នៃ' 'នីតិ_រដ្ឋ'
 'ប្រកប_ដោយ' 'ប្រសិទ្ធ^ភាព' 'ដែល' 'រដ្ឋាភិបាល' 'ត្រូវ' 'ទទួល_ខុស_ត្រូវ'
 'គឺ' 'សិទិ្ធ' 'ជា_មូលដ្ឋាន' 'ត្រូវ_បាន' 'ការពារ' 'ប្រព័ន្ធ' 'តុលាការ'
 'មាន' 'ឯក_រាជ^ភាព' 'មិន' 'អាច' 'មើលស្រាល' 'បាន' 'ឡើយ' '។']","[11  1 20  7 11  7 11 20 11 17 11 20 20 20 11  8 20 20 11 11 21 11 16 20
 20 22 12  9]"
4411,['ឯក_ឧត្ដម' 'ហឿន' 'ស្រី' 'យ៉ា'],[14 13 13 13]
4412,"['-' 'នេះ' 'ជា' 'ប្រទាល' 'ដែល' 'ប្ដី' 'ហង' 'ឲ្យ' 'អញ' 'បាន_ជា' 'អញ' 'ឃើញ'
 '។']",[18  5 20 11 17 11 14 20 14 16 14 20  9]
4413,['ឯក_ឧត្ដម' 'ភុំ' 'រ៉ាគន្ធ'],[14 13 13]
4414,['ខ្ញុំ' 'ឈ្មោះ' 'ឆេង'],[14 11 13]
4415,['ខ្ញុំ' 'ឈ្មោះ' 'ហ៊ីម'],[14 11 13]
4416,['ពេល' 'ខ្លះ' 'ខ្ញុំ' 'ចង់' 'បោះបង់_ចោល' '។'],[11  5 14 20 20  9]
4417,"['លោក' 'រង់' 'ភ័ក្ត្រ' 'ប្រធាន' 'ស្នាក់ការ' 'បរិស្ថាន' 'កំពង់_ល្ពៅ'
 'ក្នុង' 'ស្រុក' 'សំឡូត' 'បាន' 'បដិសេធ' 'ថា' 'មន្ត្រី' 'បរិស្ថាន' 'អត់'
 'មាន' 'យក' 'លុយ' 'ពី' 'អ្នក' 'កាប់' 'និង' 'ដឹក' 'ឈើ' 'នោះ' 'ទេ' 'ហើយ'
 'ឈើ' 'ដែល' 'យក' 'ទៅ' 'ធ្វើ' 'ជន្លង់' 'ម្រេច' 'នោះ' 'គឺ' 'អនុញ្ញាត_ឲ្យ'
 'តែ' 'ឈើ' 'ងាប់' 'ៗ' 'ប៉ុណ្ណោះ' '។']","[14 13 13 11 11 11 13  7 11 13  1 20  7 11 11 16  1 20 11  7 14 21  2 21
 11  5 12 16 11 17 20  7 20 11 11  5 20 20 16 11  8  4  8  9]"
4418,['គាត់' 'ឈ្មោះ' 'ស' 'ខេង'],[14 11 13 13]
4419,['លោក~ស្រី' 'ចែម' 'ឡាវីញ'],[14 13 13]
4420,['នេះ' 'គឺ_ជា' 'ម៉ុន' 'វ៉ាន' 'ណារី'],[ 5 20 13 13 13]
4421,['កញ្ញា' 'ថេត'],[14 13]
4422,['គិត' 'ដូច្នេះ_ហើយ' 'ព្រះ~ពិស្ណុការ' 'រត់' 'ពួន' '។'],[20 16 13 20 20  9]
4423,['លោក~ស្រី' 'កាន់'],[14 13]
4424,['លោក~ស្រី' 'រ៉ាមី'],[14 13]
4425,['ខ្ញុំ' 'ឈ្មោះ' 'ខឹម' 'ដន'],[14 11 13 13]
4426,"['ចំណែក' 'ព្រះ~វិស្ណុការ' 'វិញ' 'ក៏' 'រត់' 'រក' 'ម្ដាយ' 'គ្រប់' 'ច្រកល្ហក'
 'ទាំងអស់' 'ស្រែក' 'បង្កូក' 'ហៅ' 'ម្ដាយ' 'លាន់' 'ឮ' 'រំពង' 'ហើយ' 'យំ_សោក'
 'បោក' 'ខ្លួន' 'ជាមួយ' 'ឪពុក' '។']",[11 13 16 16 20 20 11  8 11  5 20 20 20 11 20 20 20 16 20 20 11  7 11  9]
4427,['អ្នក~នាង' 'ខាយ' 'ធារី'],[14 13 13]
4428,['លោក~ជំទាវ' 'ឈាន' 'អ៊ីញ'],[14 13 13]
4429,['កញ្ញា' 'ភ្លឿន' 'ស្រី' 'និត'],[14 13 13 13]
4430,['ខ្ញុំ' 'ឈ្មោះ' 'លាង' 'ហុង'],[14 11 13 13]
4431,['ឯក_ឧត្ដម' 'មិនា'],[14 13]
4432,['គាត់' 'ឈ្មោះ' 'អាំ' 'សៀក' 'ម៉ី'],[14 11 13 13 13]
4433,['នេះ' 'គឺ_ជា' 'យុគ' 'ចិន្ដា'],[ 5 20 13 13]
4434,['លោក~ជំទាវ' 'សុវណ្ណារ៉ូ'],[14 13]
4435,"['ណាលី' 'ពីឡូក' 'នាយិកា' 'អង្គការ' 'សម្ព័ន្ធ' 'ខ្មែរ' 'ជំរឿន' 'និង'
 'ការពារ' 'សិទិ្ធ' 'មនុស្ស' 'លី' 'កាដូ' 'បាន' 'មាន_ប្រសាសន៍' 'ថា' '៖' '“'
 'ព្រះ~តេជ_គុណ' 'សុវ៉ាត' 'គឺ_ជា' 'សកម្ម_ជន' 'អ~ហិង្សា' 'ដ៏' 'ល្បីល្បាញ'
 'ក្នុង' 'សកល_លោក' 'ដែល' 'ផ្សា_ភ្ជាប់' 'ការ~ទូន្មាន' 'របស់'
 'ព្រះ~សម្មា_សម្ពុទ្ធ' 'ទៅ_នឹង' 'មូលដ្ឋាន' 'នៃ' 'ការ~គោរព' 'សិទ្ធិ'
 'មនុស្ស' '។']","[13 13 11 11 11 13 11  2 21 11 11 20 11  1 20  7 18 18 11 13 20 11 11 16
  8  7 11 17 20 11  7 11  7 11  7 11 11 11  9]"
4436,['អ្នក~នាង' 'លីម'],[14 13]
4437,['ខ្ញុំ' 'ឈ្មោះ' 'សួង' 'សុខ' 'ណាត'],[14 11 13 13 13]
4438,['លោក~ស្រី' 'យុន' 'សុភក្ត្រា'],[14 13 13]
4439,['អ្នក~នាង' 'ផុន'],[14 13]
4440,['លោក~ស្រី' 'សយ'],[14 13]
4441,['លោក~ជំទាវ' 'ពុត' 'ស៊ីឆាយ'],[14 13 13]
4442,['អ្នក~នាង' 'សុខ' 'លីន'],[14 13 13]
4443,['លោក~ស្រី' 'ហ៊ឹម'],[14 13]
4444,['ខ្ញុំ' 'រក' 'មិន' 'ឃើញ' 'កាបូប' 'របស់' 'ខ្ញុំ' 'ទេ'],[14 20 16 22 11  7 14 12]
4445,['នេះ' 'គឺ_ជា' 'វេង'],[ 5 20 13]
4446,"['លុះ' 'ត្រឡប់' 'មក_វិញ' 'មក_ដល់' 'សំរោង_សែន' 'ស្រុក' 'កំពង់_លែង' 'ទូក'
 'ក៏' 'ត្រូវ' 'លិច' 'ទឹក' '។']",[ 7 20 16 20 13 11 13 11 16 20 20 11  9]
4447,"['បច្ចុប្បន្ន' 'នេះ' 'កុមារ' 'ដែល' 'ត្រូវ_បាន' 'ឃុំ_ខ្លួន' 'ទទួល_រង'
 'ការ~រំលោភ_បំពាន' 'ដូច_ជា' 'មនុស្ស' 'ជំទង់' 'ផង_ដែរ' 'ហើយ' 'ប្រហែល' 'ជា'
 'ត្រូវ_បាន' 'ទទួល' 'ការ~មើល' 'ការ~ខុស_ត្រូវ' 'ទៅ' 'តាម' 'ស្ថានភាព'
 'ហិរញ្ញ_វត្ថុ' 'របស់' 'អ្នក' 'ទាំង_នោះ' 'ជា' 'ជាង' 'អាយុ' 'របស់' 'អ្នក'
 'ទាំង_នោះ' '។']","[16  5 11 17 20 20 20 11  7 11 11 16  2  7  7 20 20 11 11  7  7 11 11  7
 14  5  7 16 11  7 14  5  9]"
4448,['អ្នក~នាង' 'សុផា' 'លីន'],[14 13 13]
4449,['គាត់' 'ឈ្មោះ' 'កែវ' 'ច័ន្ទ' 'តារា'],[14 11 13 13 13]
4450,"['«' 'ប្រសិន_បើ' 'ពួក_គេ' 'ចង់' 'មក' 'ដោយ' 'ស្ម័គ្រ_ចិត្ត' 'យើង' 'នឹង'
 'ទទួល_យក' '»' '៕']",[18  2 14 20 20  7 20 14  1 20 18  9]
4451,['គាត់' 'ឈ្មោះ' 'ឯន' 'សុភារិទ្ធ'],[14 11 13 13]
4452,"['ទោះបី_ជា' 'ពេល' 'ថ្មី' 'ៗ' 'នេះ' 'សមាជិក' 'ព្រឹទ្ធ_សភា' 'រូប' 'នេះ'
 'ប្រហែល' 'ជា' 'មិន' 'ជាប់_ពាក់_ព័ន្ធ' 'ក្នុង' 'ការ~គ្រប់គ្រង' 'ឬ'
 'កាន់កាប់' 'ក្រុមហ៊ុន' 'កន' 'កែន' 'ស៊ូហ្គើរ' 'ក្នុង' 'ខេត្ត' 'កោះកុង' 'ឬ'
 'ក្រុមហ៊ុន' 'មិត្រ' 'ប៉ូល' 'ស៊ូហ្គើរ' 'ក្នុង' 'ខេត្ត' 'ឧត្តរ_មាន_ជ័យ'
 'ក៏_ដោយ' 'ក៏' 'មាន' 'ភស្តុតាង' 'ដែល' 'មិន' 'អាច' 'ប្រកែក' 'បាន' 'ថា'
 'លោក' 'ឧកញ៉ា' 'លី' 'យ៉ុងផាត់' 'មាន' 'ជាប់_ពាក់_ព័ន្ធ' 'ជាមួយ' 'ក្រុមហ៊ុន'
 'ទាំង' 'ពីរ' 'នេះ' 'រួម' 'ជាមួយ_និង' 'ការ~បណ្តេញ' 'ប្រជា_ពល_រដ្ឋ' 'រាប់'
 'ពាន់' 'នាក់' 'ចេញ' 'ដោយ' 'បង្ខំ' '។']","[ 2 11  8  4  5 11 11 11  5  7  7 16 20  7 11  7 20 11 13 13 13  7 11 13
  7 11 13 13 13  7 11 13  7 16 20 11 17 16 20 20 22  7 14 14 13 13 20 20
  7 11  5  3  5 20  7 11 11 21  3 10 12  7 20  9]"
4453,['លោក~ជំទាវ' 'សំធារ៉ា'],[14 13]
4454,['នេះ' 'គឺ_ជា' 'វណ្ណ' 'រត្នន៍'],[ 5 20 13 13]
4455,['លោក~ជំទាវ' 'ប្រេម' 'សំរេច'],[14 13 13]
4456,['នេះ' 'គឺ_ជា' 'ស៊ិម' 'ស្រី' 'តូច'],[ 5 20 13 13 13]
4457,['នេះ' 'គឺ_ជា' 'ហាក់'],[ 5 20 13]
4458,['លោក~ស្រី' 'ស' 'ចាន់' 'ស្រី' 'ពេជ្រ'],[14 13 13 13 13]
4459,['លោក~ជំទាវ' 'សាវ៉ាត'],[14 13]
4460,['ឯក_ឧត្ដម' 'អុល' 'សុខ' 'ឡុន'],[14 13 13 13]
4461,['កញ្ញា' 'ប៉ិច'],[14 13]
4462,['ម៉ោង' '៩' '៖' '១០' 'ដល់' '៩' '៖' '៣៨' 'ព្រឹក'],[11  3 18  3  7  3 18  3 11]
4463,"['ក្នុង' 'តំបន់' 'អាស៊ាន' 'នៅ_តែ' 'កើត_មាន' 'បញ្ហា' 'ដោយសារ' 'ករណី'
 'បាត់_ខ្លួន' 'ជន_រង_គ្រោះ' 'ដោយ' 'បង្ខំ' 'ទាំង' 'នេះ' 'ប៉ុន្តែ'
 'រដ្ឋាភិបាល' 'បរាជ័យ' 'ព្រម' 'ៗ' 'គ្នា' 'ក្នុង' 'ការ~ដោះ_ស្រាយ' 'បញ្ហា'
 'ទាំងអស់' 'នេះ' '។']","[ 7 11 13 16 20 11  2 11 21 11  7 20  5  5  2 11  8  8  4 14  7 11 11  5
  5  9]"
4464,['ឯក_ឧត្ដម' 'ញ៉យ' 'ទូច'],[14 13 13]
4465,"['កង' 'សន្តិសុខ' 'ជា_ច្រើន' 'បាន' 'រង_របួស' 'ដែល' 'រួម_មាន' 'ម្នាក់'
 'រង_របួស' 'ធ្ងន់ធ្ងរ' 'ហើយ' 'ត្រូវ_បាន' 'បញ្ជូន' 'ទៅ_កាន់' 'មន្ទីរ_ពេទ្យ'
 'តាម_រយៈ' 'រថ_យន្ត' 'របស់' 'អង្គការ' 'លីកាដូ' '។']",[11 11  8  1 20 17 20  5 20 16 16 20 20  7 11  7 11  7 11 13  9]
4466,"['សកម្មភាព' 'ទាំងអស់' 'នេះ' 'បាន' 'ក្លាយ_ជា' 'ទៀងទាត់' 'ក្នុង'
 'ការ~បង្រ្កាប' 'បាតុកម្ម' 'នៅ_ក្នុង' 'ត្រី' 'មាស' 'ចុង_ក្រោយ' 'ក្នុង'
 'ឆ្នាំ' 'នេះ' '។']",[11  5  5  1 20 16  7 11 11  7 11 11  8  7 11  5  9]
4467,['កញ្ញា' 'ប៊ិ'],[14 13]
4468,['នេះ' 'គឺ_ជា' 'ប៊ិ'],[ 5 20 13]
4469,"['ពីព្រោះ' 'ថា' 'នៅ_ពេល' 'ណា' 'ដែល' 'គម្រប' 'ព្រៃ_ឈើ' 'បាត់_បង់' 'វា'
 'តែងតែ' 'ត្រូវ_បាន' 'ជំនួស' 'វិញ' 'ដោយ' 'ព្រៃ' 'ចម្រុះ' '។']",[ 2  7  7 14 17 11 11 20 14 16 20 20 16  7 11  8  9]
4470,['នេះ' 'គឺ_ជា' 'វណ្ណ'],[ 5 20 13]
4471,['ឯក_ឧត្ដម' 'សួង' 'សុខ' 'ណាត'],[14 13 13 13]
4472,"['ច្បាប់' 'ថ្មី' 'ដែល' 'កំពុង' 'ស្ថិត' 'ក្នុង' 'ការ~ពិចារណា' 'នឹង' 'ធ្វើ'
 'ការ~រឹតត្បិត' 'បន្ថែម' 'នូវ' 'ការ~អនុវត្ត' 'សិទិ្ធ' 'ពល_រដ្ឋ' 'ជា'
 'មូលដ្ឋាន' '។']",[11  8 17  1 20  7 11  1 20 11  8  7 11 11 11  7 11  9]
4473,['ខ្ញុំ' 'ឈ្មោះ' 'លឹម'],[14 11 13]
4474,['លោក~ស្រី' 'សួង' 'សុខ' 'ណាត'],[14 13 13 13]
4475,['គាត់' 'ឈ្មោះ' 'ជា'],[14 11 13]
4476,['ឯក_ឧត្ដម' 'ហួត'],[14 13]
4477,"['-' 'ផ្លូវ' 'ជាតិ' 'លេខ' '៣' '៖' 'វត្ត' 'ដី_ក្រហម' 'ភូមិ' 'ដី_ក្រហម'
 'ឃុំ' 'បឹង_និមល' 'ស្រុក' 'ឈូក' 'ខេត្ត' 'កំពត']",[18 11 11 11  3 18 11 13 11 13 11 13 11 13 11 13]
4478,['អ្នក~នាង' 'ទូច'],[14 13]
4479,"['ការ~កំណត់' 'អត្ថ~ន័យ' 'គម្រោង' 'ជា_ពិសេស' 'ធ្វើ' 'តាម' 'ឯកសារ' 'ដូច'
 'ខាង_ក្រោម' '៖']",[11 11 11 16 20  7 11  7 11 18]
4480,"['ពុក' 'ម៉ែ' 'របស់' 'យុវជន' 'គឺ' 'អង្គការ' 'មហា' 'លោត' 'ផ្លោះ' 'មហា'
 'អស្ចារ្យ' 'តែ' 'អ្វី' 'ដែល' 'ទទួល' 'គឺ' 'ហូប' 'បាយ' 'រួម' 'ចែក' 'របប'
 'បាយ' 'គ្នា' 'រស់_នៅ' 'រួម' 'និង' 'ធ្វើ_ការ' 'ដូច' 'សត្វ' 'ធាតុ' '។']","[11 11  7 11 20 11  8 20 20  8  8 16 14 17 20 20 20 11  8 20 11 11 14 20
  8  2 20  8 11 11  9]"
4481,"['១' 'របាយការណ៍' 'សម្រង់' 'ស្ដី_ពី' 'តម្រូវការ' 'ចាំបាច់' 'ឯកសារ' 'នេះ'
 'បញ្ជាក់' 'ច្បាស់' 'ពី' 'តម្រូវការ' 'សមិទ្ធិផល' 'ដែល' 'អាច' 'សម្រេច_បាន'
 'នៅ' 'ចុង_បញ្ចប់' 'នៃ' 'គម្រោង']",[ 3 11 11  7 11  8 11  5 20 16  7 11 11 17 20 20  7 11  7 11]
4482,['នេះ' 'គឺ_ជា' 'ម៉ាក់' 'ចាន់' 'បុត្រ'],[ 5 20 13 13 13]
4483,['ខ្ញុំ' 'ឈ្មោះ' 'ឈឿត' 'អៀង'],[14 11 13 13]
4484,['លោក~ជំទាវ' 'ដារិន'],[14 13]
4485,"['អាយុ' '២៥' 'ឆ្នាំ' 'ជា' 'និស្សិត' 'នៅ' 'សាកល_វិទ្យាល័យ' 'ន័រតុន' 'បាន'
 'និយាយ' 'ថា' '៖' '«' 'ខ្ញុំ' 'មាន' 'ការ~សោកស្តាយ' 'ព្រោះ' 'អី' 'គាត់'
 'ជា' 'មនុស្ស' 'ម្នាក់' 'ដែល' 'មាន' 'មុខ_តំណែង' 'ជា' 'អ្នក~ដឹក_នាំ'
 'ស្ថាប័ន' 'ព្រឹទ្ធ_សភា' 'គាត់' 'ធ្លាប់' 'បាន' 'ជួយ' 'អភិវឌ្ឍ'
 'សង្គម_ជាតិ' 'ច្រើន' 'រួម_ទាំង' 'ហេដ្ឋា_រចនា_សម័្ពន្ធ' 'ផ្សេង' 'ៗ' '»'
 '។']","[11  3 11  7 11  7 11 13  1 20  7 18 18 14 20 11  2 14 14 20 11  5 17 20
 11  7 11 11 11 14 16  1 20 20 11  8  8 11  8  4 18  9]"
4486,"['ក្រោយ' 'ដែល' 'គ្រង_រាជ្យ' 'ហើយ' 'ទ្រង់' 'ក៏' 'ចាត់ចែង' 'ធ្វើ' 'ប្រាង្គ'
 'សិលា' 'ដើម្បី' 'តម្កល់' 'ព្រះ~បរម' 'អដ្ឋិ' 'នៃ' 'ព្រះ~អគ្គ_មហេសី' 'និង'
 'ព្រះ~រាជ' 'បុត្រ' '។']",[ 7 17 20 16 14 16 20 20 11 11  7 20  8 11  7 11  2  8 11  9]
4487,['ឯក_ឧត្ដម' 'អ៊ុំ'],[14 13]
4488,"['ថ្ងៃ_ទី' '២០' 'ខែ_កញ្ញា' 'កង' 'សន្តិសុខ' 'ប្រដាប់' 'ដោយ' 'អាវុធ' 'រាប់'
 'រយ' 'នាក់' 'រួម_បញ្ចូល' 'ទាំង' 'កង_រាជ_អាវុធ_ហត្ថ' 'បាន' 'បំបែក'
 'ការ~ជួប_ជុំ_គ្នា' 'ដោយ' 'អ~ហិង្សា' 'របស់' 'ព្រះ~សង្ឃ' 'និង'
 'អ្នក~គាំទ្រ' 'គណបក្ស' 'សង្រ្គោះ' 'ជាតិ' 'នៅ' 'រម្យណីយ_ដ្ឋាន' 'វត្ត_ភ្នំ'
 '។']","[11  3 13 11 11 11  7 11  5  3 10 21  5 11  1 20 11  7 11  7 11  2 11 11
 21 11  7 11 13  9]"
4489,['កញ្ញា' 'សូន'],[14 13]
4490,['នេះ' 'គឺ_ជា' 'ជុង' 'វេង'],[ 5 20 13 13]
4491,['អ្នក~នាង' 'រស់' 'ប៉ក់'],[14 13 13]
4492,['គាត់' 'ឈ្មោះ' 'ថាក់' 'ថាន់'],[14 11 13 13]
4493,['លោក~ស្រី' 'សារឿន' 'រង្សី'],[14 13 13]
4494,['ខ្ញុំ' 'ឈ្មោះ' 'ឌឿន' 'ចាន់ធូ'],[14 11 13 13]
4495,['គណបក្ស' 'ណា' 'មិន' 'ហ៊ាន' 'ស្បថ' 'គណបក្ស' 'នោះ' 'កុហក' 'ប្រជា_ជន' '។'],[11 14 16 20 20 11  5 20 11  9]
4496,"['មេដាយ' 'មាស' 'ដែល' 'កម្ពុជា' 'ទទួល_បាន' 'ជា' 'ការ~ប្រកួត' 'សី' 'ឈិនឡូន'
 'មាន' 'គ្នា' '៤' 'នាក់' 'ម្ខាង' 'ប៉ុន្តែ' 'សរុប' 'ទាំង' 'កីឡា_ករ'
 'បម្រុង' 'ផង' 'មាន' 'គ្នា' '៨' 'នាក់' 'សម្រាប់' 'មួយ' 'ក្រុម' '។']","[11 11 17 13 20 20 11 11 13 20 14  3 10  8  2  8  5 11  8 16 20 14  3 10
  7  3 11  9]"
4497,['លោក~ស្រី' 'ឃុន' 'ហ្លួង'],[14 13 13]
4498,['លោក~ស្រី' 'ឃួន' 'កេម' 'សុនិតា'],[14 13 13 13]
4499,"['លោក' 'បាន' 'បន្ថែម' 'ថា' '៖' '«' 'យើង' 'មាន' 'ការ~ភ័យ_ខ្លាច' 'ទាហាន'
 'ដែល' 'ឥឡូវ_នេះ' 'កំពុង' 'កាប់' 'ឈើ' 'ក្នុង' 'តំបន់' 'នោះ' 'យើង' 'ខ្លាច'
 'គេ' 'នឹង' 'កាន់កាប់' 'ដី' 'យើង' '»' '។']","[14  1 20  7 18 18 14 20 11 11 17 16  1 20 11  7 11  5 14 20 14  1 20 11
 14 18  9]"
4500,"['អ្នក~ស្រី' 'ចង់' 'ចូល_រួម' 'វេទិកា' 'នេះ' 'ដើម្បី' 'រៀន_សូត្រ' 'ពី'
 'វិធី_សាស្ត្រ' 'នានា' 'ពី' 'សកម្ម_ជន' 'ដទៃ_ទៀត' 'ដែល' 'មាន' 'បទ_ពិសោធន៍'
 'ច្រើន' '។']",[14 20 20 11  5  7 20  7 11  5  7 11 16 17 20 11  8  9]
4501,['នេះ' 'គឺ_ជា' 'ភួន' 'សារី'],[ 5 20 13 13]
4502,['ខ្ញុំ' 'ឈ្មោះ' 'ឡម' 'ផារី'],[14 11 13 13]
4503,['ឯក_ឧត្ដម' 'អ៊ែល' 'ធុយ'],[14 13 13]
4504,['លោក' 'មួង'],[14 13]
4505,"['ណាលី' 'ពីឡូក' 'នាយិកា' 'អង្គការ' 'សម្ព័ន្ធ' 'ខ្មែរ' 'ជំរឿន' 'និង'
 'ការពារ' 'សិទិ្ធ' 'មនុស្ស' 'លីកាដូ' 'បាន' 'មាន_ប្រសាសន៍' 'ថា' '៖' '“'
 'នេះ' 'ច្បាស់' 'ណាស់' 'ថា' 'សវនាការ' 'ទាំងមូល' 'គឺ' 'មិន' 'មាន'
 'ភស្តុតាង' 'គ្រប់_គ្រាន់' 'សូម្បី_តែ' 'ក្នុង' 'ការ~ចោទ_ប្រកាន់' 'អ្នក'
 'ទាំង_នោះ' '។']","[13 13 11 11 11 13 11  2 21 11 11 13  1 20  7 18 18  5  8 16  7 11  5 20
 16 20 11  8  2  7 11 14  5  9]"
